"Long","Lat","Stn_Name","Clim_ID","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-71.367","45.633","LINGWICK","7024320","QC","-15.3","0","NA","0.0","0","-39.0","0","102.4","0","NA","102.4","0","NA","70.0","23","","","NA","1033.5","0.0"
"-72.117","45.267","MAGOG","7024440","QC","-12.3","19","-2.2","1.0","13","-29.0","16","58.3","7","NA","58.3","7","NA","60.0","7","","","NA","363.6","0.0"
"-73.133","45.400","MARIEVILLE","7024627","QC","-13.4","0","-3.1","0.0","0","-31.0","0","53.0","6","NA","53.0","6","NA","","9","","","NA","972.6","0.0"
"-73.579","45.505","MCTAVISH","7024745","QC","-11.6","0","NA","0.6","0","-24.6","0","","","NA","71.1","0","NA","","12","","","NA","917.7","0.0"
"-71.117","45.583","MILAN","7024920","QC","-14.8","0","-3.2","0.0","0","-30.0","0","80.4","0","105.0","80.4","0","80.0","82.0","11","","","NA","1016.9","0.0"
"-73.750","45.467","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","QC","-12.8","0","-3.2","1.5","0","-28.3","0","71.7","0","145.0","67.6","0","88.0","33.0","10","105.1","0","104.0","956.2","0.0"
"-72.617","46.200","NICOLET","7025440","QC","-16.3","0","-4.2","-2.0","0","-37.0","0","97.0","0","202.0","97.0","0","164.0","50.0","14","","","NA","1062.8","0.0"
"-72.657","46.226","NICOLET","7025442","QC","-15.7","0","NA","0.7","0","-35.0","0","","","NA","56.3","0","NA","","14","","","NA","1045.3","0.0"
"-71.083","45.400","NOTRE DAME DES BOIS","7025670","QC","-14.8","0","-3.1","-2.0","0","-30.0","0","100.0","0","112.0","100.0","0","90.0","74.0","21","","","NA","1016.5","0.0"
"-74.050","45.117","ORMSTOWN","7025745","QC","-12.9","0","-3.6","1.5","0","-32.0","0","55.0","0","134.0","55.0","0","81.0","20.0","15","","","NA","957.9","0.0"
"-73.083","45.033","PHILIPSBURG","7026040","QC","-11.6","0","-3.1","4.5","0","-29.0","0","67.9","0","145.0","69.9","0","95.0","40.0","17","","","NA","919.0","0.0"
"-72.833","46.083","PIERREVILLE","7026043","QC","-15.8","0","-4.3","-0.5","0","-33.5","0","70.4","0","151.0","70.4","0","95.0","38.0","12","","","NA","1048.3","0.0"
"-72.133","45.633","RICHMOND","7026465","QC","-14.2","0","NA","0.0","0","-35.5","0","89.0","1","NA","89.0","1","NA","58.0","16","","","NA","997.2","0.0"
"-73.500","45.700","RIVIERE DES PRAIRIES","7026612","QC","-14.3","0","-4.0","-0.5","0","-32.0","0","52.3","0","128.0","52.3","0","76.0","65.0","13","","","NA","1002.1","0.0"
"-73.200","45.217","SABREVOIS","7026734","QC","-13.2","0","-3.4","0.0","0","-32.0","0","53.0","0","130.0","53.0","0","84.0","44.0","9","","","NA","966.2","0.0"
"-73.300","45.667","ST AMABLE","7026818","QC","-13.9","0","NA","0.0","0","-32.0","0","85.5","0","NA","85.5","0","NA","25.0","13","","","NA","988.4","0.0"
"-74.350","45.133","ST ANICET","7026836","QC","-12.7","0","-3.5","2.0","0","-31.5","0","65.3","0","159.0","65.3","0","95.0","60.0","11","","","NA","951.9","0.0"
"-73.383","45.083","ST BERNARD DE LACOLLE","7026916","QC","-12.1","2","-3.7","0.0","2","-30.2","1","46.0","1","NA","46.5","1","NA","35.0","10","","","NA","872.6","0.0"
"-73.679","45.167","STE-CLOTILDE","7027039","QC","-13.6","0","NA","1.9","0","-33.6","0","","","NA","59.6","0","NA","","16","","","NA","978.3","0.0"
"-70.517","46.050","ST COME DE LINIERE","7027083","QC","-16.0","0","-3.9","-1.0","0","-38.0","0","55.0","0","120.0","55.0","0","84.0","35.0","13","","","NA","1053.9","0.0"
"-70.967","46.067","ST EPHREM","7027200","QC","-16.5","0","-4.3","-3.0","0","-36.5","0","83.0","1","NA","83.0","1","NA","93.0","12","","","NA","1069.3","0.0"
"-71.583","46.100","ST FERDINAND","7027248","QC","-15.8","1","-3.6","-1.0","1","-34.5","0","79.8","1","NA","79.8","1","NA","","18","","","NA","1013.8","0.0"
"-71.567","46.483","ST FLAVIEN","7027259","QC","-16.9","0","-4.3","0.0","0","-41.0","0","83.0","0","132.0","83.0","0","92.0","100.0","12","","","NA","1083.4","0.0"
"-73.850","45.500","STE GENEVIEVE","7027280","QC","-13.2","0","-3.0","0.0","0","-30.0","0","80.2","0","172.0","80.2","0","104.0","67.0","18","","","NA","966.3","0.0"
"-70.700","46.150","ST GEORGES","7027283","QC","-16.7","0","-4.7","-2.0","0","-41.0","0","56.4","0","117.0","56.4","0","85.0","58.0","8","","","NA","1076.1","0.0"
"-72.767","45.883","ST GUILLAUME","7027302","QC","-15.4","0","-4.2","0.0","0","-36.0","0","107.0","0","225.0","107.0","0","165.0","82.0","19","","","NA","1036.1","0.0"
"-73.417","45.517","MONTREAL/ST-HUBERT A","7027322","QC","-13.4","0","NA","0.2","0","-30.3","0","72.6","0","NA","68.2","0","NA","32.0","11","","","NA","972.3","0.0"
"-72.917","45.567","ST HYACINTHE 2","7027361","QC","-15.3","0","-5.0","-1.0","0","-35.0","0","76.4","0","167.0","76.4","0","100.0","50.0","12","","","NA","1033.6","0.0"
"-72.537","45.825","SAINT-GERMAIN-DE-GRANTHAM","7027470","QC","-15.6","0","NA","0.8","0","-38.8","0","","","NA","43.5","0","NA","","11","","","NA","1040.9","0.0"
"-70.683","45.750","ST LUDGER","7027516","QC","-15.2","1","-3.9","-1.0","1","-35.0","1","79.0","1","NA","79.0","1","NA","","12","","","NA","996.9","0.0"
"-73.133","45.617","STE MADELEINE","7027517","QC","-13.7","0","-3.5","0.0","0","-31.0","0","64.0","0","149.0","64.0","0","90.0","33.0","15","","","NA","983.3","0.0"
"-71.500","45.200","ST MALO D AUCKLAND","7027520","QC","-14.3","0","-3.4","0.0","0","-33.0","0","79.9","0","97.0","79.9","0","79.0","75.0","18","","","NA","1000.5","0.0"
"-73.850","45.217","STE MARTINE","7027540","QC","-12.4","0","-2.8","1.0","0","-29.0","0","51.2","2","NA","51.2","2","NA","47.0","8","","","NA","943.8","0.0"
"-72.617","45.733","ST NAZAIRE","7027588","QC","-15.1","0","-4.1","0.0","0","-35.0","0","71.0","0","133.0","71.0","0","90.0","80.0","16","","","NA","1025.7","0.0"
"-71.217","46.250","ST PIERRE DE BROUGHTON","7027656","QC","-16.2","0","-3.7","-1.5","0","-36.0","0","81.8","1","NA","81.8","1","NA","","14","","","NA","1059.3","0.0"
"-70.500","46.217","ST PROSPER","7027660","QC","-16.2","0","-3.4","-2.5","0","-37.0","0","54.4","2","NA","54.4","2","NA","70.0","10","","","NA","1060.9","0.0"
"-70.950","45.767","ST SEBASTIEN","7027725","QC","-15.7","0","-4.0","0.0","0","-33.0","0","71.0","0","109.0","71.0","0","83.0","66.0","16","","","NA","1045.9","0.0"
"-71.050","46.333","ST SEVERIN","7027733","QC","-16.3","0","-4.2","-2.5","0","-34.5","0","97.0","0","144.0","97.0","0","109.0","90.0","16","","","NA","1064.2","0.0"
"-70.483","45.933","ST THEOPHILE","7027750","QC","-15.0","0","-3.4","-2.0","0","-31.0","0","79.3","0","210.0","79.3","0","146.0","30.0","13","","","NA","1023.3","0.0"
"-72.333","46.167","ST WENCESLAS","7027783","QC","-16.2","2","-4.1","-1.0","2","-37.5","0","88.0","0","219.0","88.0","0","156.0","60.0","14","","","NA","991.8","0.0"
"-71.533","45.367","SAWYERVILLE NORD","7027802","QC","-14.1","0","-3.9","1.0","0","-35.0","0","44.7","2","NA","44.7","2","NA","30.0","14","","","NA","995.7","0.0"
"-71.083","46.500","SCOTT","7027840","QC","-16.3","0","-4.1","0.0","0","-36.5","0","80.0","1","NA","80.0","1","NA","35.0","17","","","NA","1064.3","0.0"
"-71.683","45.433","SHERBROOKE A","7028124","QC","","","NA","","","","","62.3","0","NA","63.3","0","NA","44.0","13","","","NA","",""
"-71.683","45.433","SHERBROOKE A","7028126","QC","-14.8","0","NA","1.6","0","-35.9","0","","","NA","63.0","0","NA","","14","","","NA","1016.2","0.0"
"-73.117","46.033","SOREL","7028200","QC","-14.1","0","-3.4","0.0","0","-33.0","0","91.9","0","187.0","91.9","0","125.0","63.0","13","","","NA","995.0","0.0"
"-72.683","45.067","SUTTON","7028292","QC","-12.8","0","-3.5","3.0","0","-30.0","0","80.4","0","128.0","80.6","0","88.0","56.0","19","","","NA","955.1","0.0"
"-71.350","46.100","THETFORD MINES","7028441","QC","-15.2","0","-3.6","-4.0","0","-31.0","0","108.0","0","132.0","108.0","0","100.0","75.0","18","","","NA","1028.5","0.0"
"-71.266","46.049","THETFORD MINES RCS","7028442","QC","-16.1","0","NA","-2.4","0","-34.2","0","","","NA","68.2","0","NA","","20","","","NA","1057.8","0.0"
"-70.933","46.383","VALLEE JONCTION","7028676","QC","-16.8","0","-4.8","-2.0","0","-40.0","0","78.8","0","195.0","78.8","0","139.0","82.0","13","","","NA","1078.1","0.0"
"-74.100","45.283","VALLEYFIELD","7028680","QC","-13.0","0","-3.4","0.5","0","-31.0","0","74.0","0","146.0","74.0","0","99.0","63.0","12","","","NA","961.1","0.0"
"-73.367","45.767","VERCHERES","7028700","QC","-14.0","0","-3.9","-1.0","0","-30.0","0","66.5","0","140.0","66.5","0","90.0","65.0","15","","","NA","990.5","0.0"
"-70.785","46.205","BEAUCEVILLE","7028754","QC","-16.2","0","NA","-2.4","0","-38.7","0","","","NA","81.6","0","NA","","18","","","NA","1060.9","0.0"
"-73.929","45.427","STE-ANNE-DE-BELLEVUE 1","702FHL8","QC","-13.6","0","NA","1.3","0","-32.9","0","","","NA","70.0","0","NA","","16","","","NA","978.6","0.0"
"-74.289","45.121","ST-ANICET 1","702FQLF","QC","-13.1","0","NA","2.0","0","-33.8","0","","","NA","47.5","0","NA","","16","","","NA","964.6","0.0"
"-71.733","45.667","ST CAMILLE WOLFE","702FR30","QC","-14.4","2","-2.7","0.5","1","-35.0","1","88.7","1","NA","75.7","2","NA","50.0","19","","","NA","939.9","0.0"
"-73.349","45.294","L'ACADIE","702LED4","QC","-13.5","0","NA","-0.1","0","-32.5","0","","","NA","66.7","0","NA","","16","","","NA","975.2","0.0"
"-73.742","45.468","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","QC","-12.7","0","NA","1.5","0","-28.5","0","","","NA","49.6","1","NA","","8","","","NA","951.1","0.0"
"-75.550","45.550","ANGERS","7030170","QC","-15.6","0","-4.0","-0.5","0","-39.0","0","90.6","0","178.0","90.6","0","126.0","74.0","14","","","NA","1041.9","0.0"
"-74.617","45.950","ARUNDEL","7030310","QC","-15.6","0","-3.9","5.0","0","-39.0","0","83.9","1","NA","83.9","1","NA","70.0","16","","","NA","1040.9","0.0"
"-76.433","45.683","CHARTERIS","7031315","QC","-15.8","0","NA","-0.5","0","-39.0","0","65.6","0","NA","65.6","0","NA","71.0","15","","","NA","1048.8","0.0"
"-75.783","45.517","CHELSEA","7031360","QC","-14.9","0","-3.8","0.0","0","-36.0","0","58.8","0","123.0","58.8","0","83.0","72.0","12","","","NA","1018.7","0.0"
"-75.083","45.900","CHENEVILLE","7031375","QC","-16.0","3","-3.5","-1.0","2","-39.0","2","67.0","1","NA","67.0","1","NA","76.0","9","","","NA","952.0","0.0"
"-75.648","45.839","HIGH FALLS","7033121","QC","-15.8","0","NA","-1.5","0","-37.8","0","","","NA","42.7","0","NA","","15","","","NA","1049.2","0.0"
"-74.333","45.650","LACHUTE","7033650","QC","-14.3","0","-3.6","0.0","0","-35.5","0","93.5","0","167.0","93.5","0","103.0","91.0","15","","","NA","1001.7","0.0"
"-74.767","46.367","LA MACAZA","7033939","QC","-17.5","0","-4.3","-0.5","0","-45.0","0","74.6","0","149.0","74.6","0","108.0","80.0","15","","","NA","1101.8","0.0"
"-76.050","45.533","LUSKVILLE","7034365","QC","-14.9","0","-3.6","0.5","0","-35.0","0","80.5","0","150.0","80.5","0","107.0","16.0","16","","","NA","1018.7","0.0"
"-76.006","46.302","MANIWAKI UA","7034480","QC","","","NA","","","","","55.2","0","NA","50.0","0","NA","62.0","10","","","NA","",""
"-75.992","46.275","MANIWAKI AIRPORT","7034482","QC","-16.3","0","NA","-1.0","0","-38.0","0","","","NA","52.1","0","NA","","13","","","NA","1063.5","0.0"
"-74.933","45.700","MONTEBELLO (SEDBERGH)","7035110","QC","-15.2","0","-4.0","-0.5","0","-38.5","0","85.2","0","139.0","85.2","0","93.0","90.0","15","","","NA","1030.5","0.0"
"-75.550","46.567","MONT LAURIER","7035160","QC","-16.9","2","-3.6","-3.0","2","-43.5","0","52.6","4","NA","52.6","4","NA","57.0","10","","","NA","1010.7","0.0"
"-75.083","46.400","NOMININGUE","7035520","QC","-16.8","0","-3.4","-2.5","0","-40.5","0","97.0","0","160.0","97.0","0","121.0","75.0","16","","","NA","1079.5","0.0"
"-74.983","45.800","NOTRE DAME DE LA PAIX","7035666","QC","-14.6","0","-2.7","-1.0","0","-35.5","0","70.0","0","165.0","70.0","0","114.0","80.0","13","","","NA","1010.3","0.0"
"-74.800","45.650","POINTE AU CHENE","7036063","QC","-15.0","0","-3.7","1.0","0","-38.0","0","69.0","0","185.0","69.0","0","106.0","58.0","16","","","NA","1022.0","0.0"
"-75.333","46.850","STE ANNE DU LAC","7036855","QC","-18.2","1","-3.4","-4.0","1","-45.0","0","67.8","0","138.0","67.8","0","103.0","65.0","15","","","NA","1085.5","0.0"
"-74.000","45.983","ST HIPPOLYTE","7037310","QC","-16.6","0","-4.1","-2.0","0","-38.0","0","112.6","0","165.0","112.6","0","125.0","128.0","16","","","NA","1072.3","0.0"
"-74.050","45.800","ST JEROME","7037400","QC","-15.0","2","-3.6","-1.0","1","-35.5","1","27.5","9","NA","27.5","9","NA","75.0","6","","","NA","956.7","0.0"
"-76.467","45.617","SHAWVILLE","7038040","QC","-15.2","18","-3.2","0.5","13","-36.0","12","42.0","10","NA","42.0","10","NA","","6","","","NA","431.9","0.0"
"-77.250","45.967","SHEENBORO","7038080","QC","-15.7","0","-3.6","0.0","0","-38.0","0","31.0","0","71.0","31.0","0","51.0","31.0","10","","","NA","1045.1","0.0"
"-76.050","46.067","WRIGHT","7038975","QC","-16.0","1","-3.5","0.0","1","-41.0","0","61.0","0","129.0","61.0","0","103.0","36.0","15","","","NA","1020.5","0.0"
"-74.556","46.080","ST-JOVITE","703GDKB","QC","-17.2","0","NA","-1.3","0","-40.2","0","","","NA","57.0","0","NA","","14","","","NA","1091.9","0.0"
"-68.200","49.133","BAIE-COMEAU A","7040442","QC","-16.8","0","NA","3.4","0","-37.2","0","","","NA","56.0","0","NA","","16","","","NA","1080.0","0.0"
"-57.183","51.450","BLANC-SABLON A","7040813","QC","-13.7","3","-1.0","0.5","3","-27.5","3","129.2","3","NA","129.2","3","NA","66.0","13","92.0","0","98.0","887.0","0.0"
"-60.062","50.163","CAPE WHITTLE","7041100","QC","-10.1","6","NA","0.0","6","-24.7","5","","","NA","","","NA","","","","","NA","701.8","0.0"
"-70.535","48.374","CAP-ROUGE","7041166","QC","-17.8","3","NA","-5.7","3","-33.5","1","","","NA","","","NA","","","","","NA","1003.4","0.0"
"-70.638","47.284","CHARLEVOIX (MRC)","7041312","QC","-18.1","0","NA","-4.5","0","-38.3","0","","","NA","90.7","12","NA","122.0","17","","","NA","1119.9","0.0"
"-71.033","46.967","CHATEAU RICHER","7041330","QC","","","","-5.0","30","","","0.0","29","NA","0.0","29","NA","","0","","","NA","",""
"-59.639","50.465","CHEVERY","7041382","QC","-14.7","0","NA","-0.2","0","-30.0","0","","","NA","84.7","0","NA","","12","","","NA","1013.4","0.0"
"-70.781","47.079","CAP-TOURMENTE","7041JG6","QC","-14.8","0","NA","-1.4","0","-33.5","0","","","NA","53.0","1","NA","","13","","","NA","1017.5","0.0"
"-71.148","47.323","FORET MONTMORENCY RCS","7042395","QC","-19.9","0","NA","-4.7","0","-42.3","0","93.0","19","NA","65.7","0","NA","93.0","12","","","NA","1175.0","0.0"
"-67.617","49.317","GODBOUT","7042749","QC","-15.2","0","-1.3","5.0","0","-38.0","0","89.0","0","141.0","89.0","0","123.0","48.0","13","","","NA","1029.2","0.0"
"-69.517","48.250","GRANDES BERGERONNES","7042840","QC","-15.7","0","-3.1","-1.5","0","-30.5","0","78.0","0","154.0","78.0","0","130.0","85.0","9","","","NA","1043.5","0.0"
"-63.600","50.283","HAVRE-SAINT-PIERRE A","7043020","QC","-15.5","0","NA","1.3","0","-33.9","0","","","NA","72.0","0","NA","","15","","","NA","1039.7","0.0"
"-64.207","50.221","ILE AUX PERROQUETS","7043B79","QC","-12.2","2","NA","4.2","2","-27.5","1","","","NA","","","NA","","","","","NA","875.8","0.0"
"-69.556","48.069","ILE ROUGE","7043BP9","QC","-14.4","2","NA","-1.2","2","-34.6","1","","","NA","","","NA","","","","","NA","941.0","0.0"
"-68.383","49.117","LES BUISSONS","7044288","QC","-16.3","0","NA","3.0","0","-38.5","0","81.5","0","NA","81.5","0","NA","66.0","12","","","NA","1062.1","0.0"
"-64.226","50.271","LONGUE-POINTE-DE-MINGAN","7044328","QC","-7.9","30","NA","-3.7","30","-12.0","30","73.6","3","NA","46.7","2","NA","69.0","9","","","NA","25.9","0.0"
"-70.907","47.073","MONT STE-ANNE","7045326","QC","","","NA","","","","","107.8","1","NA","94.6","1","NA","120.0","12","","","NA","",""
"-61.800","50.183","NATASHQUAN A","7045401","QC","-15.2","0","NA","0.0","0","-33.2","0","","","NA","65.5","0","NA","","14","","","NA","1028.8","0.0"
"-69.716","48.136","POINTE DE L'ISLET","7046059","QC","-11.2","3","NA","-0.3","3","-20.7","1","","","NA","","","NA","","","","","NA","817.4","0.0"
"-70.114","48.260","POINTE CLAVEAU","704607C","QC","-17.1","2","NA","-4.8","2","-32.5","1","","","NA","","","NA","","","","","NA","1017.1","0.0"
"-70.533","48.400","STE ROSE DU NORD","7047722","QC","-19.1","0","-3.3","-6.0","0","-37.0","0","78.0","0","102.0","78.0","0","93.0","192.0","10","","","NA","1151.5","0.0"
"-66.250","50.217","SEPT-ILES UA","7047912","QC","","","NA","","","","","70.7","0","NA","57.1","0","NA","75.0","13","","","NA","",""
"-66.250","50.217","SEPT-ILES","7047914","QC","-16.5","0","NA","3.4","0","-36.3","0","","","NA","48.5","0","NA","","13","","","NA","1069.0","0.0"
"-63.284","51.867","LAC EON","704C64L","QC","-19.9","5","NA","-0.8","4","-36.1","2","","","NA","3.7","6","NA","","1","","","NA","984.6","0.0"
"-67.381","49.317","POINTE-DES-MONTS","704F0PN","QC","-13.4","1","NA","4.3","0","-30.7","1","","","NA","59.9","1","NA","","18","","","NA","942.7","0.0"
"-64.783","50.283","RIVIERE AU TONNERRE","704FEG0","QC","-14.8","0","-1.3","2.0","0","-38.0","0","67.8","0","118.0","67.8","0","101.0","55.0","15","","","NA","1016.4","0.0"
"-66.434","50.163","POINTE NOIRE CS","704Q003","QC","-13.8","0","NA","3.2","0","-28.8","0","","","NA","","","NA","","","","","NA","985.2","0.0"
"-68.146","49.259","BAIE-COMEAU","704S001","QC","-16.3","0","NA","2.9","0","-34.2","0","","","NA","51.6","0","NA","","14","","","NA","1064.2","0.0"
"-67.435","48.472","AMQUI","7050145","QC","-17.3","0","NA","0.0","0","-40.7","0","","","NA","42.0","0","NA","","11","","","NA","1094.8","0.0"
"-64.317","48.419","CAP-D'ESPOIR","7051050","QC","-12.3","0","NA","2.4","0","-30.5","0","","","NA","103.6","0","NA","","13","","","NA","940.3","0.0"
"-64.200","48.850","CAP DES ROSIERS","7051055","QC","-13.5","0","-3.7","2.0","0","-32.0","0","142.0","0","198.0","142.0","0","158.0","80.0","13","","","NA","976.5","0.0"
"-65.325","49.251","CAP-MADELEINE","7051163","QC","-12.2","0","NA","1.1","0","-26.5","0","","","NA","104.6","0","NA","","18","","","NA","936.9","0.0"
"-67.233","48.367","CAUSAPSCAL","7051200","QC","-17.3","3","-3.2","0.5","1","-44.5","2","87.6","1","NA","87.6","1","NA","89.0","11","","","NA","988.7","0.0"
"-64.478","48.777","GASPE A","7052605","QC","-14.2","0","-2.6","1.8","0","-31.7","0","131.6","0","164.0","113.6","0","130.0","73.0","14","123.8","0","116.0","997.8","0.0"
"-61.701","49.085","HEATH POINT","7053038","QC","-11.4","6","NA","0.0","6","-24.4","3","","","NA","72.3","8","NA","","14","","","NA","735.4","0.0"
"-67.567","48.283","LAC HUMQUI","7053649","QC","-17.5","0","-3.1","0.0","0","-44.0","0","105.0","0","130.0","105.0","0","102.0","120.0","7","","","NA","1101.3","0.0"
"-61.775","47.425","ILES DE LA MADELEINE","7053KGR","QC","-8.1","0","NA","4.8","0","-20.3","0","","","NA","87.1","0","NA","","14","","","NA","809.8","0.0"
"-70.032","47.356","LA POCATIERE","7054096","QC","-14.5","0","NA","0.2","0","-28.8","0","49.0","25","NA","57.0","0","NA","17.0","15","","","NA","1007.2","0.0"
"-68.217","48.600","MONT-JOLI A","7055120","QC","-14.4","0","-2.2","0.1","0","-30.8","0","96.6","0","127.0","85.4","0","112.0","25.0","17","","","NA","1003.9","0.0"
"-65.332","48.012","NEW CARLISLE 1","7055422","QC","-13.2","0","NA","1.6","0","-28.7","0","","","NA","90.5","0","NA","","13","","","NA","967.7","0.0"
"-68.468","48.514","POINTE-AU-PERE (INRS)","7056068","QC","-13.8","0","NA","-0.4","0","-30.7","0","","","NA","62.1","0","NA","","17","","","NA","986.1","0.0"
"-64.293","49.839","PORT-MENIER","7056202","QC","-12.4","0","NA","0.3","0","-27.8","0","","","NA","88.3","0","NA","","17","","","NA","941.7","0.0"
"-68.517","48.450","RIMOUSKI","7056480","QC","-14.1","0","-2.7","-0.5","0","-31.5","0","100.0","0","158.0","100.0","0","141.0","80.0","17","","","NA","994.0","0.0"
"-69.549","47.806","RIVIERE-DU-LOUP","7056616","QC","-15.5","0","NA","-1.5","0","-31.3","0","74.0","17","NA","43.1","0","NA","67.0","11","","","NA","1037.1","0.0"
"-69.450","47.800","RIVIERE-DU-LOUP / ST-ANTONIN","7056870","QC","","","NA","","","","","95.8","0","NA","61.8","0","NA","91.0","14","","","NA","",""
"-70.217","46.483","ST CAMILLE","7056930","QC","-17.5","0","-4.2","-3.5","0","-42.5","0","108.0","0","148.0","108.0","0","115.0","89.0","17","","","NA","1101.4","0.0"
"-70.467","46.417","STE GERMAINE","7057287","QC","-17.0","0","-3.7","-4.0","0","-33.0","0","92.1","2","NA","92.1","2","NA","68.0","11","","","NA","1084.8","0.0"
"-67.117","48.883","ST JEAN DE CHERBOURG","7057395","QC","-16.2","6","-2.2","-1.0","0","-40.0","6","103.0","3","NA","103.0","3","NA","","10","","","NA","854.9","0.0"
"-70.017","46.733","STE LUCIE","7057515","QC","-18.4","0","-4.7","-3.0","0","-45.0","0","75.0","0","114.0","75.0","0","89.0","120.0","13","","","NA","1129.7","0.0"
"-70.883","46.867","SAINT MICHEL","7057567","QC","-15.7","0","-3.4","-0.5","0","-33.6","0","64.9","1","NA","64.9","1","NA","","12","","","NA","1044.1","0.0"
"-61.783","47.417","ILES DE LA MADELEINE A","705C2G9","QC","-8.2","0","-1.7","4.7","0","-20.4","0","73.6","1","NA","72.0","0","74.0","15.0","17","","","NA","811.2","0.0"
"-68.893","48.416","ILE BICQUETTE","705LKPQ","QC","-10.4","19","NA","0.2","16","-24.2","14","","","NA","","","NA","","","","","NA","341.3","0.0"
"-66.654","49.109","CAP-CHAT","705S002","QC","-13.1","0","NA","0.4","0","-29.4","0","","","NA","56.9","0","NA","","14","","","NA","963.7","0.0"
"-71.000","48.333","BAGOTVILLE A","7060400","QC","-19.3","0","-3.6","-4.5","0","-37.7","0","48.2","0","74.0","39.0","0","67.0","78.0","11","","","NA","1155.4","0.0"
"-71.013","50.729","BONNARD 1","7060826","QC","-17.2","27","NA","-9.6","27","-45.1","8","","","NA","","","NA","","","","","NA","140.9","0.0"
"-73.356","49.279","CHAMOUCHOUANE","7061288","QC","-23.3","4","NA","-6.4","4","-45.1","1","","","NA","22.0","5","NA","","4","","","NA","1114.3","0.0"
"-71.168","49.840","CHUTE-DES-PASSES","7061541","QC","-21.0","5","NA","-5.4","5","-43.1","0","","","NA","0.7","6","NA","","0","","","NA","1013.1","0.0"
"-71.143","48.425","JONQUIERE","7063370","QC","-19.1","0","NA","-4.5","0","-37.0","0","","","NA","44.8","0","NA","","15","","","NA","1149.5","0.0"
"-72.167","48.217","LAC BOUCHETTE","7063560","QC","-19.6","0","-3.4","-4.0","0","-42.0","0","69.8","0","112.0","69.8","0","97.0","50.0","11","","","NA","1164.7","0.0"
"-71.750","48.417","LAC STE CROIX","7063690","QC","-20.0","0","-3.9","-2.0","0","-39.0","0","58.0","0","104.0","58.0","0","91.0","30.0","6","","","NA","1178.6","0.0"
"-71.129","48.307","LATERRIERE","7064181","QC","-20.4","0","NA","-1.9","0","-39.9","0","","","NA","","","NA","","","","","NA","1189.6","0.0"
"-71.716","48.598","MISTOOK","7065012","QC","-22.3","5","NA","-4.2","5","-40.6","5","","","NA","0.4","12","NA","","0","","","NA","1047.1","0.0"
"-72.547","48.842","NORMANDIN","7065639","QC","-23.0","0","NA","-5.4","0","-41.5","0","77.0","17","NA","39.5","0","NA","59.0","11","","","NA","1269.6","0.0"
"-71.032","48.894","ONATCHIWAY","7065738","QC","-22.1","2","NA","-6.2","2","-43.7","1","","","NA","25.8","3","NA","","6","","","NA","1162.0","0.0"
"-72.033","48.767","PERIBONCA","7065960","QC","-23.0","0","NA","-5.0","0","-48.0","0","72.6","0","NA","72.6","0","NA","72.0","17","","","NA","1269.6","0.0"
"-72.267","48.517","ROBERVAL A","7066685","QC","-19.9","0","-3.5","-3.6","0","-38.1","0","52.0","0","101.0","46.6","0","86.0","16.0","8","","","NA","1174.8","0.0"
"-71.333","48.567","ST AMBROISE","7066820","QC","-22.3","0","-4.8","-5.0","0","-44.5","0","69.0","0","120.0","69.0","0","107.0","43.0","12","","","NA","1249.8","0.0"
"-72.417","48.617","ST PRIME","7067658","QC","-21.6","0","-4.7","-3.0","0","-40.5","0","74.0","0","150.0","74.0","0","134.0","20.0","11","","","NA","1229.1","0.0"
"-71.111","51.533","LAC BENOIT","706I001","QC","-21.9","8","NA","-6.7","7","-42.7","7","","","NA","","","NA","","","","","NA","917.6","0.0"
"-70.532","50.656","MANOUANE EST","706I155","QC","","","NA","","","-48.9","4","","","NA","","","NA","","","","","NA","",""
"-70.920","48.298","LA BAIE","706Q001","QC","-20.5","0","NA","-4.4","0","-40.4","0","","","NA","","","NA","","","","","NA","1192.0","0.0"
"-72.933","47.100","GRANDE ANSE","7072816","QC","-19.0","0","-4.7","-1.0","0","-42.5","0","68.8","0","135.0","68.8","0","111.0","95.0","10","","","NA","1148.2","0.0"
"-74.624","47.922","PARENT","7075800","QC","-20.8","0","NA","-6.4","0","-43.0","0","46.0","20","NA","44.7","0","NA","49.0","12","","","NA","1202.8","0.0"
"-73.917","46.683","ST MICHEL DES SAINTS","7077570","QC","-18.1","4","-4.1","-4.0","2","-42.0","2","57.8","2","NA","57.8","2","NA","53.0","11","","","NA","975.5","0.0"
"-72.788","47.411","LA TUQUE","707DBD4","QC","-21.2","0","NA","-3.0","0","-44.9","0","51.0","19","NA","42.0","0","NA","69.0","11","","","NA","1214.1","0.0"
"-79.101","46.710","BARRAGE TEMISCAMINGUE","7080468","QC","-14.6","0","NA","-1.8","0","-33.0","0","33.0","16","NA","36.7","0","NA","47.0","15","","","NA","1009.9","0.0"
"-78.733","48.417","MONT BRUN","7085106","QC","-21.5","0","-3.6","-6.0","0","-43.5","0","71.0","0","117.0","71.0","0","106.0","55.0","15","","","NA","1223.6","0.0"
